Date,Weekday,Time,Trip ID,Passengers,Pickup Location,Dropoff Location,Distance,Fare
2025-04-22,Tuesday,16:16:29,TRP112251,1,Lower Parel,Airport Terminal 1,5.52,138.73
2025-04-22,Tuesday,16:18:13,TRP112201,4,Andheri West,Andheri East,20.7,336.55
2025-04-22,Tuesday,16:21:01,TRP112220,1,Dadar,Andheri East,21.68,313.52
2025-04-22,Tuesday,16:23:47,TRP112240,3,Andheri East,Kurla,5.33,147.95
2025-04-22,Tuesday,16:27:43,TRP112210,1,Vikhroli,Ghatkopar,10.52,244.09
2025-04-22,Tuesday,16:40:35,TRP112255,1,CST Station,Dadar,17.23,270.45
2025-04-22,Tuesday,16:45:16,TRP112216,3,Thane,Airport Terminal 2,14.31,302.79
2025-04-22,Tuesday,17:12:49,TRP112248,2,Churchgate,Airport Terminal 1,24.08,321.23
2025-04-22,Tuesday,17:17:54,TRP112300,2,Ghatkopar,Dadar,13.46,196.55
2025-04-22,Tuesday,17:21:09,TRP112316,4,Andheri West,Vikhroli,8.89,164.28
2025-04-22,Tuesday,17:37:43,TRP112203,2,Vashi,Worli,25.85,401.1
2025-04-22,Tuesday,17:46:35,TRP112276,1,Chembur,Goregaon,7.36,151.35
2025-04-22,Tuesday,17:59:07,TRP112204,2,Dadar,CST Station,1.98,63.9
2025-04-22,Tuesday,17:59:51,TRP112198,3,Borivali,Churchgate,8.53,165.38
2025-04-22,Tuesday,18:08:21,TRP112266,1,Churchgate,Lower Parel,9.92,166.56
2025-04-22,Tuesday,18:10:49,TRP112257,1,Lower Parel,Navi Mumbai,14.06,227.1
2025-04-22,Tuesday,18:16:01,TRP112190,4,Dadar,Powai,7.95,147.4
2025-04-22,Tuesday,18:26:55,TRP112285,1,Navi Mumbai,Kurla,3.19,78.82
2025-04-22,Tuesday,18:31:24,TRP112313,3,Vikhroli,Malad,24.36,380.35
2025-04-22,Tuesday,18:35:54,TRP112230,3,Vashi,Colaba,27.72,353.79
2025-04-22,Tuesday,18:39:51,TRP112227,1,Andheri West,Malad,6.47,197.37
2025-04-22,Tuesday,18:43:56,TRP112286,1,Bandra,Panvel,5.57,117.2
2025-04-22,Tuesday,18:45:11,TRP112245,2,Vikhroli,CST Station,5.68,105.37
2025-04-22,Tuesday,18:47:34,TRP112279,1,Colaba,Kurla,30.92,441.81
2025-04-22,Tuesday,18:55:47,TRP112263,3,Juhu,Panvel,9.0,173.84
2025-04-22,Tuesday,18:56:16,TRP112314,1,Chembur,Andheri West,29.77,440.3
2025-04-22,Tuesday,18:56:33,TRP112289,2,Navi Mumbai,Colaba,18.68,286.74
2025-04-22,Tuesday,19:07:44,TRP112317,2,Powai,Bandra,28.84,515.67
2025-04-22,Tuesday,19:10:04,TRP112299,2,Vikhroli,Juhu,20.35,361.97
2025-04-22,Tuesday,19:11:45,TRP112278,1,Chembur,Worli,14.47,364.53
2025-04-22,Tuesday,19:12:57,TRP112247,3,Churchgate,Airport Terminal 2,12.36,177.07
2025-04-22,Tuesday,19:24:35,TRP112259,1,Dadar,Bandra,13.83,198.72
2025-04-22,Tuesday,19:29:20,TRP112219,1,Mulund,Powai,18.36,281.12
2025-04-22,Tuesday,19:31:36,TRP112273,1,Airport Terminal 1,Airport Terminal 2,12.96,210.1
2025-04-22,Tuesday,19:32:34,TRP112215,2,Airport Terminal 1,Andheri East,6.94,145.34
2025-04-22,Tuesday,19:36:30,TRP112239,1,CST Station,Panvel,9.21,146.88
2025-04-22,Tuesday,19:37:58,TRP112298,1,Mulund,Vikhroli,15.73,291.04
2025-04-22,Tuesday,19:41:09,TRP112191,1,Andheri East,Vashi,11.39,195.26
2025-04-22,Tuesday,19:42:51,TRP112310,4,Colaba,Vashi,13.04,244.89
2025-04-22,Tuesday,19:50:02,TRP112242,2,Thane,Powai,11.63,222.66
2025-04-22,Tuesday,20:02:17,TRP112236,1,Chembur,Airport Terminal 1,7.43,151.93
2025-04-22,Tuesday,20:03:05,TRP112241,1,Goregaon,Chembur,27.44,650.04
2025-04-22,Tuesday,20:18:52,TRP112271,4,Andheri West,Airport Terminal 2,26.06,364.98
2025-04-22,Tuesday,20:32:56,TRP112217,3,CST Station,Chembur,9.14,194.91
2025-04-22,Tuesday,20:47:30,TRP112253,3,Churchgate,Dadar,4.12,98.15
2025-04-22,Tuesday,20:48:06,TRP112302,3,Bandra,Worli,6.96,170.21
2025-04-22,Tuesday,20:49:00,TRP112304,1,Worli,Airport Terminal 2,17.01,279.45
2025-04-22,Tuesday,20:53:52,TRP112261,4,Andheri West,CST Station,23.56,425.89
2025-04-22,Tuesday,21:33:12,TRP112274,1,Bandra,Ghatkopar,14.53,249.64
2025-04-22,Tuesday,21:36:15,TRP112290,2,Vashi,Dadar,23.63,351.38
2025-04-22,Tuesday,21:38:08,TRP112214,1,Churchgate,Borivali,5.42,146.55
2025-04-22,Tuesday,22:00:40,TRP112209,2,Colaba,Andheri West,18.46,468.7
2025-04-22,Tuesday,22:10:09,TRP112244,1,Mulund,Malad,27.17,481.73
2025-04-22,Tuesday,22:17:24,TRP112281,1,Navi Mumbai,Bandra,2.16,73.78
2025-04-22,Tuesday,23:10:01,TRP112199,1,Panvel,Kurla,7.98,188.26
2025-04-22,Tuesday,23:11:56,TRP112269,1,Juhu,Mulund,29.56,478.39
2025-04-22,Tuesday,23:15:01,TRP112296,4,Colaba,Airport Terminal 2,23.26,385.61
2025-04-23,Wednesday,00:47:59,TRP112329,1,Chembur,Airport Terminal 2,30.32,415.73
2025-04-23,Wednesday,02:25:51,TRP112347,1,Worli,Borivali,12.83,218.19
2025-04-23,Wednesday,03:54:25,TRP112336,2,Powai,Worli,30.9,384.76
2025-04-23,Wednesday,04:09:57,TRP112369,1,Churchgate,Andheri East,10.48,202.34
2025-04-23,Wednesday,04:12:39,TRP112331,1,Andheri West,Lower Parel,21.75,382.14
2025-04-23,Wednesday,06:59:27,TRP112373,1,Powai,Thane,23.22,340.07
2025-04-23,Wednesday,07:05:56,TRP112348,3,Goregaon,Chembur,9.96,181.56
2025-04-23,Wednesday,07:13:11,TRP112372,3,Navi Mumbai,CST Station,16.59,329.48
2025-04-23,Wednesday,07:13:48,TRP112339,2,Bandra,Mulund,20.58,455.67
2025-04-23,Wednesday,07:41:46,TRP112349,1,Dadar,Thane,4.07,85.61
2025-04-23,Wednesday,08:01:54,TRP112320,1,Worli,Borivali,17.97,252.25
2025-04-23,Wednesday,08:06:12,TRP112352,1,Chembur,Airport Terminal 2,5.39,124.32
2025-04-23,Wednesday,08:11:26,TRP112366,3,Airport Terminal 2,Goregaon,6.15,154.89
2025-04-23,Wednesday,08:21:16,TRP112334,1,Malad,Navi Mumbai,23.23,417.17
2025-04-23,Wednesday,08:26:36,TRP112362,1,CST Station,Vashi,13.84,448.22
2025-04-23,Wednesday,08:38:10,TRP112323,1,Bandra,Mulund,5.6,129.27
2025-04-23,Wednesday,08:53:59,TRP112350,1,Andheri East,Chembur,28.73,443.66
2025-04-23,Wednesday,09:28:30,TRP112365,1,Navi Mumbai,Mulund,4.72,92.59
2025-04-23,Wednesday,10:06:18,TRP112358,2,Powai,Goregaon,11.9,316.7
2025-04-23,Wednesday,10:26:21,TRP112333,1,Thane,Vikhroli,6.8,138.27
2025-04-23,Wednesday,10:48:23,TRP112356,1,Kurla,Dadar,24.84,653.9
2025-04-23,Wednesday,10:54:37,TRP112379,1,Borivali,Panvel,18.24,540.06
2025-04-23,Wednesday,11:00:09,TRP112377,1,Andheri West,Chembur,4.2,93.3
2025-04-23,Wednesday,12:04:54,TRP112345,2,Kurla,Airport Terminal 1,21.57,302.92
2025-04-23,Wednesday,12:11:27,TRP112338,2,Colaba,CST Station,30.05,480.63
2025-04-23,Wednesday,12:23:22,TRP112382,1,Thane,Powai,10.21,161.92
2025-04-23,Wednesday,12:25:36,TRP112340,1,Airport Terminal 1,Lower Parel,9.77,217.77
2025-04-23,Wednesday,12:36:25,TRP112341,3,Chembur,Dadar,20.12,309.88
2025-04-23,Wednesday,12:48:33,TRP112364,1,Churchgate,Mulund,10.47,236.63
2025-04-23,Wednesday,12:54:30,TRP112351,1,Lower Parel,Powai,24.73,313.47
2025-04-23,Wednesday,13:07:47,TRP112335,2,Ghatkopar,Mulund,8.84,278.66
2025-04-23,Wednesday,13:33:14,TRP112353,4,Churchgate,Navi Mumbai,5.24,171.5
2025-04-23,Wednesday,13:44:53,TRP112357,1,Vashi,Worli,19.75,341.74
2025-04-23,Wednesday,14:03:36,TRP112344,1,Juhu,Bandra,29.96,452.62
2025-04-23,Wednesday,14:29:28,TRP112319,1,Bandra,Panvel,13.63,202.23
2025-04-23,Wednesday,14:39:53,TRP112374,1,Powai,Ghatkopar,21.74,354.3
2025-04-23,Wednesday,16:12:32,TRP112378,3,Kurla,Andheri East,11.84,199.51
2025-04-23,Wednesday,17:57:36,TRP112321,2,Juhu,Ghatkopar,11.58,217.71
2025-04-23,Wednesday,18:00:54,TRP112380,2,Juhu,Colaba,16.03,255.74
2025-04-23,Wednesday,18:03:57,TRP112381,1,Thane,Airport Terminal 1,22.03,383.27
2025-04-23,Wednesday,18:25:37,TRP112328,4,Navi Mumbai,Mulund,23.22,341.35
2025-04-23,Wednesday,18:32:26,TRP112324,3,Malad,Ghatkopar,32.39,447.74
2025-04-23,Wednesday,18:43:47,TRP112375,4,Powai,Colaba,23.24,444.48
2025-04-23,Wednesday,18:47:37,TRP112368,2,Chembur,Lower Parel,23.43,404.31
2025-04-23,Wednesday,18:49:12,TRP112355,3,Churchgate,Navi Mumbai,16.52,273.87
2025-04-23,Wednesday,18:49:59,TRP112325,2,Chembur,Airport Terminal 1,7.91,166.44
2025-04-23,Wednesday,18:58:05,TRP112360,1,Chembur,Kurla,8.67,161.01
2025-04-23,Wednesday,18:58:58,TRP112322,1,Colaba,Chembur,6.57,174.0
2025-04-23,Wednesday,19:11:26,TRP112330,1,Airport Terminal 2,Colaba,19.1,349.37
2025-04-23,Wednesday,19:32:08,TRP112361,2,Thane,Borivali,12.93,328.66
2025-04-23,Wednesday,19:38:48,TRP112346,1,Ghatkopar,Andheri West,30.48,549.22
2025-04-23,Wednesday,19:46:11,TRP112327,1,Borivali,Vashi,18.83,483.55
2025-04-23,Wednesday,19:54:19,TRP112354,1,Airport Terminal 2,Navi Mumbai,6.85,176.95
2025-04-23,Wednesday,20:19:07,TRP112370,2,Lower Parel,Vashi,14.13,347.24
2025-04-23,Wednesday,20:33:25,TRP112342,2,Ghatkopar,Andheri East,5.28,120.47
2025-04-23,Wednesday,20:40:45,TRP112343,1,Bandra,Malad,13.18,217.89
2025-04-23,Wednesday,20:48:27,TRP112367,1,Thane,Ghatkopar,9.51,176.51
2025-04-23,Wednesday,20:49:15,TRP112371,1,Borivali,Airport Terminal 2,13.73,227.94
2025-04-23,Wednesday,20:59:38,TRP112326,3,Mulund,Worli,4.18,179.62
2025-04-23,Wednesday,21:48:32,TRP112337,2,Andheri West,Bandra,19.2,284.58
2025-04-23,Wednesday,21:49:05,TRP112332,2,Goregaon,Thane,16.22,287.99
2025-04-23,Wednesday,22:37:21,TRP112363,1,Mulund,Vikhroli,22.34,386.55
2025-04-23,Wednesday,22:55:03,TRP112359,3,Worli,Navi Mumbai,5.42,167.55
2025-04-23,Wednesday,23:31:52,TRP112376,2,Dadar,Colaba,21.78,342.75
2025-04-24,Thursday,00:06:46,TRP112400,4,Malad,Goregaon,13.55,256.61
2025-04-24,Thursday,03:09:56,TRP112383,1,Juhu,CST Station,18.99,267.68
2025-04-24,Thursday,04:55:09,TRP112447,1,Kurla,Ghatkopar,18.81,305.06
2025-04-24,Thursday,05:17:44,TRP112479,4,Andheri East,CST Station,6.75,118.11
2025-04-24,Thursday,05:54:02,TRP112384,1,Navi Mumbai,Bandra,23.38,575.02
2025-04-24,Thursday,06:02:53,TRP112458,2,Ghatkopar,Andheri West,15.84,235.22
2025-04-24,Thursday,06:16:10,TRP112474,1,Vikhroli,Colaba,17.52,292.95
2025-04-24,Thursday,06:19:00,TRP112457,1,Borivali,Worli,18.58,412.25
2025-04-24,Thursday,06:34:28,TRP112441,1,Colaba,CST Station,10.41,306.07
2025-04-24,Thursday,06:44:37,TRP112392,1,Malad,Juhu,11.7,206.14
2025-04-24,Thursday,06:55:15,TRP112475,1,Bandra,Juhu,4.06,175.23
2025-04-24,Thursday,06:57:03,TRP112478,1,CST Station,Malad,24.35,454.08
2025-04-24,Thursday,06:57:19,TRP112462,1,Churchgate,Andheri West,20.24,306.64
2025-04-24,Thursday,07:07:26,TRP112404,1,Vashi,Worli,24.16,363.52
2025-04-24,Thursday,07:53:09,TRP112469,1,Juhu,Malad,28.82,473.88
2025-04-24,Thursday,07:58:49,TRP112416,1,Mulund,Panvel,16.52,235.59
2025-04-24,Thursday,08:01:28,TRP112398,2,Mulund,Bandra,20.53,282.07
2025-04-24,Thursday,08:04:19,TRP112425,3,Colaba,Churchgate,13.48,192.66
2025-04-24,Thursday,08:28:29,TRP112418,3,Borivali,Bandra,4.46,91.78
2025-04-24,Thursday,08:46:10,TRP112391,1,Vashi,Juhu,8.24,152.19
2025-04-24,Thursday,08:54:51,TRP112403,2,Andheri West,Mulund,26.02,334.05
2025-04-24,Thursday,09:06:31,TRP112459,2,Goregaon,Borivali,9.47,174.81
2025-04-24,Thursday,09:12:52,TRP112449,4,Chembur,Powai,13.89,243.28
2025-04-24,Thursday,09:29:01,TRP112423,1,Chembur,Churchgate,10.88,328.7
2025-04-24,Thursday,09:40:18,TRP112414,2,Airport Terminal 1,Colaba,1.31,55.24
2025-04-24,Thursday,09:43:43,TRP112477,1,Worli,Dadar,7.33,151.07
2025-04-24,Thursday,10:08:15,TRP112466,4,Dadar,Navi Mumbai,6.74,134.35
2025-04-24,Thursday,10:12:33,TRP112389,1,Kurla,Dadar,11.81,178.35
2025-04-24,Thursday,10:15:00,TRP112388,3,Ghatkopar,Bandra,12.06,176.51
2025-04-24,Thursday,10:26:28,TRP112402,2,Bandra,Churchgate,7.91,245.31
2025-04-24,Thursday,10:32:11,TRP112455,1,CST Station,Mulund,10.61,347.15
2025-04-24,Thursday,10:35:58,TRP112464,2,Kurla,Malad,7.6,131.83
2025-04-24,Thursday,10:44:03,TRP112443,3,Navi Mumbai,Churchgate,10.32,180.04
2025-04-24,Thursday,10:45:37,TRP112408,2,Vashi,Bandra,17.1,265.23
2025-04-24,Thursday,10:45:44,TRP112460,2,Worli,Panvel,10.36,280.35
2025-04-24,Thursday,10:59:28,TRP112465,1,Bandra,Ghatkopar,15.02,228.1
2025-04-24,Thursday,11:03:53,TRP112473,1,Thane,Vashi,5.61,146.36
2025-04-24,Thursday,11:08:14,TRP112420,2,Kurla,Bandra,14.9,207.19
2025-04-24,Thursday,11:12:59,TRP112396,1,Borivali,Vikhroli,16.11,338.41
2025-04-24,Thursday,11:20:27,TRP112470,2,Ghatkopar,Colaba,16.91,233.2
2025-04-24,Thursday,11:24:23,TRP112413,1,Worli,Andheri West,11.37,184.59
2025-04-24,Thursday,11:27:01,TRP112451,2,Kurla,Malad,23.28,397.46
2025-04-24,Thursday,11:34:41,TRP112468,3,Panvel,Powai,8.38,155.09
2025-04-24,Thursday,11:51:09,TRP112431,2,Kurla,Goregaon,16.09,283.09
2025-04-24,Thursday,11:56:43,TRP112435,1,Dadar,Powai,6.65,130.9
2025-04-24,Thursday,12:00:07,TRP112387,1,Andheri West,Juhu,12.45,199.65
2025-04-24,Thursday,12:06:36,TRP112401,2,Panvel,Andheri West,12.52,206.37
2025-04-24,Thursday,12:09:03,TRP112429,2,Thane,Mulund,6.82,142.23
2025-04-24,Thursday,12:11:35,TRP112405,1,Colaba,Andheri West,10.32,164.12
2025-04-24,Thursday,12:11:58,TRP112430,2,Airport Terminal 1,Worli,8.3,298.85
2025-04-24,Thursday,12:25:11,TRP112394,1,Andheri West,Kurla,17.52,304.15
2025-04-24,Thursday,13:04:18,TRP112480,2,Ghatkopar,Vikhroli,8.22,130.98
2025-04-24,Thursday,13:16:13,TRP112424,1,Malad,Churchgate,14.27,248.92
2025-04-24,Thursday,13:18:19,TRP112434,2,Worli,Ghatkopar,12.77,330.29
2025-04-24,Thursday,13:58:20,TRP112412,1,Kurla,Ghatkopar,9.42,187.08
2025-04-24,Thursday,13:59:17,TRP112385,1,Borivali,CST Station,12.95,232.71
2025-04-24,Thursday,14:14:59,TRP112476,3,Colaba,Vikhroli,13.96,215.24
2025-04-24,Thursday,14:35:09,TRP112419,1,Goregaon,Panvel,4.52,97.76
2025-04-24,Thursday,15:31:50,TRP112390,1,Panvel,Worli,24.38,406.55
2025-04-24,Thursday,15:44:45,TRP112393,1,Thane,Lower Parel,6.81,169.78
2025-04-24,Thursday,15:59:39,TRP112453,3,Colaba,Airport Terminal 2,5.29,109.19
2025-04-24,Thursday,16:19:50,TRP112417,1,Worli,CST Station,19.83,434.67
2025-04-24,Thursday,16:25:23,TRP112444,2,Ghatkopar,Bandra,18.17,283.31
2025-04-24,Thursday,16:57:28,TRP112395,2,Panvel,Borivali,6.6,127.85
2025-04-24,Thursday,16:59:09,TRP112472,2,CST Station,Colaba,23.26,566.73
2025-04-24,Thursday,17:05:22,TRP112436,1,Lower Parel,Powai,5.39,173.07
2025-04-24,Thursday,17:14:55,TRP112445,1,Airport Terminal 2,Malad,11.6,225.09
2025-04-24,Thursday,17:36:02,TRP112397,1,Borivali,Ghatkopar,10.08,172.22
2025-04-24,Thursday,17:45:46,TRP112421,4,Airport Terminal 1,CST Station,11.92,227.78
2025-04-24,Thursday,17:50:17,TRP112386,2,CST Station,Navi Mumbai,4.88,164.61
2025-04-24,Thursday,17:57:11,TRP112427,1,Malad,Ghatkopar,8.56,178.3
2025-04-24,Thursday,18:01:53,TRP112442,1,Dadar,Andheri West,9.21,274.63
2025-04-24,Thursday,18:15:42,TRP112422,1,Airport Terminal 2,CST Station,13.05,327.1
2025-04-24,Thursday,18:27:38,TRP112433,3,Worli,Airport Terminal 1,15.88,250.26
2025-04-24,Thursday,18:29:20,TRP112428,1,Airport Terminal 1,Airport Terminal 2,3.31,79.8
2025-04-24,Thursday,18:33:05,TRP112461,1,Bandra,Mulund,2.94,73.4
2025-04-24,Thursday,18:46:05,TRP112463,2,Bandra,Colaba,2.13,69.82
2025-04-24,Thursday,19:11:58,TRP112407,3,Lower Parel,CST Station,24.35,371.74
2025-04-24,Thursday,19:18:10,TRP112454,4,Panvel,Thane,5.93,111.57
2025-04-24,Thursday,19:21:08,TRP112437,4,Panvel,Chembur,20.66,332.47
2025-04-24,Thursday,19:23:33,TRP112426,2,Andheri West,Malad,18.14,251.55
2025-04-24,Thursday,19:30:05,TRP112415,2,Mulund,Colaba,18.1,253.41
2025-04-24,Thursday,19:32:56,TRP112406,3,Malad,Churchgate,12.52,283.02
2025-04-24,Thursday,19:42:23,TRP112440,1,Lower Parel,Goregaon,10.76,317.07
2025-04-24,Thursday,19:46:03,TRP112471,1,Airport Terminal 1,Bandra,19.81,272.55
2025-04-24,Thursday,19:52:54,TRP112452,3,Powai,Colaba,15.68,290.55
2025-04-24,Thursday,20:01:48,TRP112432,1,Worli,Goregaon,24.26,460.24
2025-04-24,Thursday,20:33:17,TRP112450,1,Borivali,CST Station,24.95,337.76
2025-04-24,Thursday,20:49:26,TRP112411,1,Bandra,Dadar,23.6,419.73
2025-04-24,Thursday,20:53:51,TRP112438,3,Juhu,Bandra,31.35,636.67
2025-04-24,Thursday,20:59:10,TRP112456,1,Churchgate,Andheri East,20.15,349.78
2025-04-24,Thursday,21:14:15,TRP112399,1,Ghatkopar,Powai,21.52,311.17
2025-04-24,Thursday,21:19:59,TRP112410,4,Bandra,Vashi,8.43,149.13
2025-04-24,Thursday,21:20:14,TRP112448,2,Vashi,Colaba,5.48,113.08
2025-04-24,Thursday,21:59:38,TRP112409,2,Goregaon,Airport Terminal 2,7.28,223.54
2025-04-24,Thursday,22:21:52,TRP112467,3,Andheri West,Chembur,18.68,335.29
2025-04-24,Thursday,22:32:16,TRP112446,3,Airport Terminal 1,Andheri West,14.31,344.41
2025-04-24,Thursday,23:32:24,TRP112439,1,Vikhroli,Malad,18.26,578.36
2025-04-25,Friday,00:44:09,TRP112492,1,Thane,Goregaon,15.49,239.72
2025-04-25,Friday,03:43:33,TRP112493,1,Chembur,Worli,27.97,437.01
2025-04-25,Friday,04:15:48,TRP112502,1,Panvel,Lower Parel,14.7,267.0
2025-04-25,Friday,05:22:34,TRP112528,1,Lower Parel,Kurla,12.77,192.11
2025-04-25,Friday,05:35:56,TRP112552,4,Bandra,Powai,23.81,311.42
2025-04-25,Friday,05:36:14,TRP112584,1,Thane,Mulund,21.09,352.37
2025-04-25,Friday,06:17:15,TRP112598,2,Ghatkopar,Chembur,21.78,376.6
2025-04-25,Friday,06:18:41,TRP112518,2,Airport Terminal 2,Thane,9.38,377.12
2025-04-25,Friday,06:19:27,TRP112569,1,Lower Parel,Thane,4.51,130.34
2025-04-25,Friday,06:20:52,TRP112485,1,Navi Mumbai,Andheri West,16.43,270.42
2025-04-25,Friday,06:23:40,TRP112562,1,Kurla,Thane,30.15,459.82
2025-04-25,Friday,07:04:17,TRP112526,1,Kurla,Worli,8.47,168.67
2025-04-25,Friday,07:14:21,TRP112560,1,Churchgate,Worli,6.04,232.82
2025-04-25,Friday,07:21:34,TRP112564,1,Thane,Juhu,3.64,83.31
2025-04-25,Friday,07:22:44,TRP112522,1,Andheri West,Thane,16.37,350.62
2025-04-25,Friday,07:50:11,TRP112504,4,Mulund,Churchgate,10.39,170.63
2025-04-25,Friday,07:52:35,TRP112580,2,Panvel,Bandra,9.07,161.15
2025-04-25,Friday,08:06:17,TRP112517,1,Lower Parel,Powai,4.57,106.1
2025-04-25,Friday,08:06:40,TRP112481,1,Colaba,Panvel,11.34,218.57
2025-04-25,Friday,08:13:48,TRP112503,2,Borivali,Andheri West,12.94,212.84
2025-04-25,Friday,08:30:10,TRP112525,1,Andheri West,Colaba,13.3,451.81
2025-04-25,Friday,08:46:32,TRP112607,1,Powai,Churchgate,9.16,235.66
2025-04-25,Friday,08:54:10,TRP112579,3,Churchgate,Chembur,11.88,210.71
2025-04-25,Friday,08:59:02,TRP112540,3,Vashi,Worli,13.33,224.41
2025-04-25,Friday,09:01:30,TRP112597,1,Vikhroli,Churchgate,26.57,352.95
2025-04-25,Friday,09:01:46,TRP112570,1,Airport Terminal 2,Chembur,22.67,391.59
2025-04-25,Friday,09:05:50,TRP112512,2,Dadar,Andheri East,23.81,500.81
2025-04-25,Friday,09:12:50,TRP112548,2,Lower Parel,Vikhroli,12.58,306.78
2025-04-25,Friday,09:24:44,TRP112581,1,Lower Parel,Thane,15.68,264.69
2025-04-25,Friday,09:25:38,TRP112559,1,Powai,Panvel,12.63,185.92
2025-04-25,Friday,09:27:26,TRP112589,3,Chembur,Colaba,18.88,327.42
2025-04-25,Friday,09:29:40,TRP112543,1,Churchgate,Goregaon,13.79,260.42
2025-04-25,Friday,09:33:12,TRP112571,1,Airport Terminal 1,Juhu,6.08,127.8
2025-04-25,Friday,09:34:57,TRP112510,1,Mulund,Andheri East,14.65,280.7
2025-04-25,Friday,09:38:02,TRP112542,1,Andheri West,Andheri East,29.32,468.67
2025-04-25,Friday,09:38:33,TRP112487,1,Airport Terminal 1,Colaba,5.76,136.1
2025-04-25,Friday,09:42:37,TRP112592,2,Borivali,Chembur,25.48,504.41
2025-04-25,Friday,09:47:10,TRP112483,1,Thane,Lower Parel,4.14,123.29
2025-04-25,Friday,10:02:01,TRP112500,2,Colaba,Panvel,26.93,488.14
2025-04-25,Friday,10:06:12,TRP112556,3,Churchgate,Kurla,32.93,753.23
2025-04-25,Friday,10:18:38,TRP112524,2,Lower Parel,Airport Terminal 2,10.47,156.92
2025-04-25,Friday,10:22:02,TRP112583,2,Andheri East,Colaba,13.46,295.09
2025-04-25,Friday,10:38:12,TRP112561,2,Navi Mumbai,Vikhroli,6.66,115.48
2025-04-25,Friday,10:50:20,TRP112603,2,Kurla,Ghatkopar,6.03,190.74
2025-04-25,Friday,10:54:12,TRP112536,1,Juhu,Malad,9.37,182.89
2025-04-25,Friday,11:15:19,TRP112513,2,Colaba,Malad,6.55,135.1
2025-04-25,Friday,11:31:09,TRP112505,2,Churchgate,Malad,21.89,380.95
2025-04-25,Friday,11:42:41,TRP112563,1,Lower Parel,Colaba,12.1,195.45
2025-04-25,Friday,11:49:36,TRP112495,1,Andheri West,Airport Terminal 2,25.92,429.91
2025-04-25,Friday,11:56:12,TRP112555,1,Colaba,Malad,11.66,215.51
2025-04-25,Friday,12:32:37,TRP112506,1,Powai,Lower Parel,30.54,525.97
2025-04-25,Friday,12:47:02,TRP112547,3,Vikhroli,Navi Mumbai,13.25,324.66
2025-04-25,Friday,12:54:36,TRP112602,2,Borivali,Colaba,8.91,178.91
2025-04-25,Friday,12:57:58,TRP112575,2,Navi Mumbai,Malad,13.01,242.71
2025-04-25,Friday,13:04:58,TRP112591,4,Navi Mumbai,Bandra,9.77,155.66
2025-04-25,Friday,13:34:24,TRP112530,1,Thane,Vikhroli,19.83,265.65
2025-04-25,Friday,13:40:03,TRP112585,1,Andheri West,Vashi,4.85,103.95
2025-04-25,Friday,13:48:25,TRP112508,1,Churchgate,Vashi,7.71,213.69
2025-04-25,Friday,14:10:23,TRP112568,2,Malad,Vashi,22.53,663.12
2025-04-25,Friday,14:15:49,TRP112521,4,Dadar,CST Station,29.71,563.48
2025-04-25,Friday,14:28:40,TRP112601,1,Goregaon,Worli,13.12,356.83
2025-04-25,Friday,14:32:34,TRP112537,1,Borivali,Kurla,15.91,254.88
2025-04-25,Friday,15:15:37,TRP112599,2,Thane,Goregaon,10.68,195.83
2025-04-25,Friday,15:37:05,TRP112501,4,Juhu,Borivali,25.16,605.1
2025-04-25,Friday,15:38:33,TRP112529,1,Malad,Ghatkopar,8.66,142.33
2025-04-25,Friday,15:48:38,TRP112534,2,Juhu,Andheri East,17.92,358.97
2025-04-25,Friday,16:37:15,TRP112499,1,Borivali,Lower Parel,7.85,145.15
2025-04-25,Friday,16:48:19,TRP112489,2,Kurla,Navi Mumbai,19.89,294.62
2025-04-25,Friday,17:13:56,TRP112596,4,Vashi,Goregaon,22.87,360.58
2025-04-25,Friday,17:23:57,TRP112532,2,Airport Terminal 1,Lower Parel,10.72,409.59
2025-04-25,Friday,17:29:58,TRP112550,2,Kurla,Andheri East,9.87,184.21
2025-04-25,Friday,17:30:23,TRP112605,1,CST Station,Dadar,13.97,212.09
2025-04-25,Friday,17:43:46,TRP112531,2,Kurla,Andheri East,13.76,323.5
2025-04-25,Friday,17:52:46,TRP112511,2,Malad,Borivali,25.91,389.98
2025-04-25,Friday,17:55:41,TRP112588,1,Vikhroli,Worli,7.34,156.81
2025-04-25,Friday,18:01:37,TRP112514,2,Andheri West,Navi Mumbai,14.62,517.36
2025-04-25,Friday,18:02:58,TRP112546,4,Powai,Airport Terminal 1,18.69,301.25
2025-04-25,Friday,18:09:03,TRP112527,4,Andheri East,CST Station,22.42,346.34
2025-04-25,Friday,18:11:00,TRP112577,1,Lower Parel,Chembur,19.97,608.6
2025-04-25,Friday,18:13:25,TRP112519,4,Malad,Goregaon,14.97,255.91
2025-04-25,Friday,18:27:08,TRP112608,2,Navi Mumbai,Airport Terminal 2,10.05,175.01
2025-04-25,Friday,18:31:53,TRP112578,1,Airport Terminal 1,Powai,17.14,302.89
2025-04-25,Friday,18:33:26,TRP112523,2,Andheri West,Goregaon,5.3,127.75
2025-04-25,Friday,18:35:13,TRP112606,1,Churchgate,Malad,3.77,119.25
2025-04-25,Friday,18:45:57,TRP112576,1,Vikhroli,Navi Mumbai,25.79,748.95
2025-04-25,Friday,18:54:15,TRP112574,1,Malad,Worli,10.54,182.24
